DIAMOND,I,EUW1_5538153947
DIAMOND,I,EUW1_5530460093
DIAMOND,I,EUW1_5530327637
DIAMOND,I,EUW1_5529503699
DIAMOND,I,EUW1_5529497707
DIAMOND,I,EUW1_5520486492
DIAMOND,I,EUW1_5520481300
DIAMOND,I,EUW1_5519937166
DIAMOND,I,EUW1_5513416415
DIAMOND,I,EUW1_5513325024
DIAMOND,I,EUW1_5513256970
DIAMOND,I,EUW1_5512150290
DIAMOND,I,EUW1_5512154291
DIAMOND,I,EUW1_5512057254
DIAMOND,I,EUW1_5509540175
DIAMOND,I,EUW1_5509506332
DIAMOND,I,EUW1_5509457968
DIAMOND,I,EUW1_5506131714
DIAMOND,I,EUW1_5506036269
DIAMOND,I,EUW1_5505909343
DIAMOND,I,EUW1_5505991776
DIAMOND,I,EUW1_5504600977
DIAMOND,I,EUW1_5504524382
DIAMOND,I,EUW1_5504452404
DIAMOND,I,EUW1_5504377883
DIAMOND,I,EUW1_5504431326
DIAMOND,I,EUW1_5497279246
DIAMOND,I,EUW1_5497283063
DIAMOND,I,EUW1_5495632673
DIAMOND,I,EUW1_5494395901
DIAMOND,I,EUW1_5491396279
DIAMOND,I,EUW1_5491308532
DIAMOND,I,EUW1_5488124257
DIAMOND,I,EUW1_5487204684
DIAMOND,I,EUW1_5487180719
DIAMOND,I,EUW1_5487126122
DIAMOND,I,EUW1_5487102000
DIAMOND,I,EUW1_5487026808
DIAMOND,I,EUW1_5486971344
DIAMOND,I,EUW1_5486298792
DIAMOND,I,EUW1_5483655471
DIAMOND,I,EUW1_5483750898
DIAMOND,I,EUW1_5482105969
DIAMOND,I,EUW1_5479078058
DIAMOND,I,EUW1_5479032735
DIAMOND,I,EUW1_5478966259
DIAMOND,I,EUW1_5477742621
DIAMOND,I,EUW1_5477580112
DIAMOND,I,EUW1_5477559237
DIAMOND,I,EUW1_5475792450
DIAMOND,I,EUW1_5548886152
DIAMOND,I,EUW1_5548814939
DIAMOND,I,EUW1_5548625739
DIAMOND,I,EUW1_5548526912
DIAMOND,I,EUW1_5548520886
DIAMOND,I,EUW1_5548493627
DIAMOND,I,EUW1_5548415403
DIAMOND,I,EUW1_5548270281
DIAMOND,I,EUW1_5548304139
DIAMOND,I,EUW1_5548179694
DIAMOND,I,EUW1_5548119252
DIAMOND,I,EUW1_5548106939
DIAMOND,I,EUW1_5548114054
DIAMOND,I,EUW1_5548101558
DIAMOND,I,EUW1_5547735940
DIAMOND,I,EUW1_5547743980
DIAMOND,I,EUW1_5547693163
DIAMOND,I,EUW1_5547499973
DIAMOND,I,EUW1_5547536271
DIAMOND,I,EUW1_5547525172
DIAMOND,I,EUW1_5547458164
DIAMOND,I,EUW1_5547443674
DIAMOND,I,EUW1_5546949582
DIAMOND,I,EUW1_5546872346
DIAMOND,I,EUW1_5546815134
DIAMOND,I,EUW1_5546748439
DIAMOND,I,EUW1_5546744369
DIAMOND,I,EUW1_5546663918
DIAMOND,I,EUW1_5546629149
DIAMOND,I,EUW1_5546524022
DIAMOND,I,EUW1_5546390399
DIAMOND,I,EUW1_5546369001
DIAMOND,I,EUW1_5546382848
DIAMOND,I,EUW1_5546380956
DIAMOND,I,EUW1_5546298759
DIAMOND,I,EUW1_5546297472
DIAMOND,I,EUW1_5546315913
DIAMOND,I,EUW1_5546304269
DIAMOND,I,EUW1_5544834816
DIAMOND,I,EUW1_5544779617
DIAMOND,I,EUW1_5544747537
DIAMOND,I,EUW1_5544744105
DIAMOND,I,EUW1_5544740712
DIAMOND,I,EUW1_5544609041
DIAMOND,I,EUW1_5544633147
DIAMOND,I,EUW1_5544585784
DIAMOND,I,EUW1_5544574100
DIAMOND,I,EUW1_5544277642
DIAMOND,I,EUW1_5544198262
DIAMOND,I,EUW1_5544175067
DIAMOND,I,EUW1_5548615944
DIAMOND,I,EUW1_5548563254
DIAMOND,I,EUW1_5548448008
DIAMOND,I,EUW1_5548245685
DIAMOND,I,EUW1_5547597051
DIAMOND,I,EUW1_5547593742
DIAMOND,I,EUW1_5547474294
DIAMOND,I,EUW1_5546160160
DIAMOND,I,EUW1_5546078932
DIAMOND,I,EUW1_5546055459
DIAMOND,I,EUW1_5545710948
DIAMOND,I,EUW1_5545316914
DIAMOND,I,EUW1_5545271993
DIAMOND,I,EUW1_5545085985
DIAMOND,I,EUW1_5544865520
DIAMOND,I,EUW1_5544796978
DIAMOND,I,EUW1_5544706565
DIAMOND,I,EUW1_5544303666
DIAMOND,I,EUW1_5544208751
DIAMOND,I,EUW1_5544153397
DIAMOND,I,EUW1_5544011254
DIAMOND,I,EUW1_5543880662
DIAMOND,I,EUW1_5543783292
DIAMOND,I,EUW1_5543656765
DIAMOND,I,EUW1_5543660662
DIAMOND,I,EUW1_5543562795
DIAMOND,I,EUW1_5543328245
DIAMOND,I,EUW1_5543303778
DIAMOND,I,EUW1_5543039380
DIAMOND,I,EUW1_5543092854
DIAMOND,I,EUW1_5542651473
DIAMOND,I,EUW1_5542143318
DIAMOND,I,EUW1_5541641635
DIAMOND,I,EUW1_5541199669
DIAMOND,I,EUW1_5541157371
DIAMOND,I,EUW1_5541222414
DIAMOND,I,EUW1_5541059016
DIAMOND,I,EUW1_5541021379
DIAMOND,I,EUW1_5540939704
DIAMOND,I,EUW1_5540899640
DIAMOND,I,EUW1_5540918289
DIAMOND,I,EUW1_5540917338
DIAMOND,I,EUW1_5540926016
DIAMOND,I,EUW1_5540855781
DIAMOND,I,EUW1_5540931533
DIAMOND,I,EUW1_5540240524
DIAMOND,I,EUW1_5540233747
DIAMOND,I,EUW1_5540094456
DIAMOND,I,EUW1_5540027470
DIAMOND,I,EUW1_5539867140
DIAMOND,I,EUW1_5529937664
DIAMOND,I,EUW1_5529903885
DIAMOND,I,EUW1_5513652074
DIAMOND,I,EUW1_5512535546
DIAMOND,I,EUW1_5511242874
DIAMOND,I,EUW1_5508959844
DIAMOND,I,EUW1_5506988956
DIAMOND,I,EUW1_5505769029
DIAMOND,I,EUW1_5504381758
DIAMOND,I,EUW1_5501471483
DIAMOND,I,EUW1_5501377305
DIAMOND,I,EUW1_5500282762
DIAMOND,I,EUW1_5498057255
DIAMOND,I,EUW1_5497057313
DIAMOND,I,EUW1_5484995204
DIAMOND,I,EUW1_5484897394
DIAMOND,I,EUW1_5483721288
DIAMOND,I,EUW1_5483494350
DIAMOND,I,EUW1_5483254295
DIAMOND,I,EUW1_5483079335
DIAMOND,I,EUW1_5475784496
DIAMOND,I,EUW1_5475683370
DIAMOND,I,EUW1_5475604013
DIAMOND,I,EUW1_5475301001
DIAMOND,I,EUW1_5472309776
DIAMOND,I,EUW1_5468833344
DIAMOND,I,EUW1_5468771176
DIAMOND,I,EUW1_5466578573
DIAMOND,I,EUW1_5466523199
DIAMOND,I,EUW1_5466435361
DIAMOND,I,EUW1_5460030641
DIAMOND,I,EUW1_5459976837
DIAMOND,I,EUW1_5460001317
DIAMOND,I,EUW1_5459865072
DIAMOND,I,EUW1_5459778998
DIAMOND,I,EUW1_5459772149
DIAMOND,I,EUW1_5459627314
DIAMOND,I,EUW1_5446085349
DIAMOND,I,EUW1_5446025823
DIAMOND,I,EUW1_5445971426
DIAMOND,I,EUW1_5445883615
DIAMOND,I,EUW1_5439013989
DIAMOND,I,EUW1_5412902565
DIAMOND,I,EUW1_5398395828
DIAMOND,I,EUW1_5398259336
DIAMOND,I,EUW1_5397110953
DIAMOND,I,EUW1_5388021066
DIAMOND,I,EUW1_5387849588
DIAMOND,I,EUW1_5386950395
DIAMOND,I,EUW1_5386344986
DIAMOND,I,EUW1_5506133839
DIAMOND,I,EUW1_5500430161
DIAMOND,I,EUW1_5500394166
DIAMOND,I,EUW1_5500289889
DIAMOND,I,EUW1_5500344007
DIAMOND,I,EUW1_5500035599
DIAMOND,I,EUW1_5499940069
DIAMOND,I,EUW1_5499884461
DIAMOND,I,EUW1_5499240938
DIAMOND,I,EUW1_5499125862
DIAMOND,I,EUW1_5498536976
DIAMOND,I,EUW1_5498562970
DIAMOND,I,EUW1_5498427879
DIAMOND,I,EUW1_5498240047
DIAMOND,I,EUW1_5497670117
DIAMOND,I,EUW1_5497294974
DIAMOND,I,EUW1_5497198792
DIAMOND,I,EUW1_5497185858
DIAMOND,I,EUW1_5497071837
DIAMOND,I,EUW1_5496928742
DIAMOND,I,EUW1_5496129754
DIAMOND,I,EUW1_5496153901
DIAMOND,I,EUW1_5496007090
DIAMOND,I,EUW1_5495516206
DIAMOND,I,EUW1_5495540554
DIAMOND,I,EUW1_5495376399
DIAMOND,I,EUW1_5495269405
DIAMOND,I,EUW1_5495198063
DIAMOND,I,EUW1_5494868418
DIAMOND,I,EUW1_5494337449
DIAMOND,I,EUW1_5492824117
DIAMOND,I,EUW1_5491851401
DIAMOND,I,EUW1_5491112553
DIAMOND,I,EUW1_5490977460
DIAMOND,I,EUW1_5491001944
DIAMOND,I,EUW1_5478773081
DIAMOND,I,EUW1_5475064222
DIAMOND,I,EUW1_5463470300
DIAMOND,I,EUW1_5459454871
DIAMOND,I,EUW1_5459378433
DIAMOND,I,EUW1_5457397707
DIAMOND,I,EUW1_5457393722
DIAMOND,I,EUW1_5457296163
DIAMOND,I,EUW1_5456455696
DIAMOND,I,EUW1_5456501069
DIAMOND,I,EUW1_5456190887
DIAMOND,I,EUW1_5451602509
DIAMOND,I,EUW1_5451538336
DIAMOND,I,EUW1_5449521870
DIAMOND,I,EUW1_5548175625
DIAMOND,I,EUW1_5505926284
DIAMOND,I,EUW1_5505839921
DIAMOND,I,EUW1_5505726090
DIAMOND,I,EUW1_5505599624
DIAMOND,I,EUW1_5505340174
DIAMOND,I,EUW1_5505377102
DIAMOND,I,EUW1_5502992755
DIAMOND,I,EUW1_5502928196
DIAMOND,I,EUW1_5502846712
DIAMOND,I,EUW1_5502226097
DIAMOND,I,EUW1_5502144064
DIAMOND,I,EUW1_5501998960
DIAMOND,I,EUW1_5501497267
DIAMOND,I,EUW1_5501532161
DIAMOND,I,EUW1_5496671132
DIAMOND,I,EUW1_5495337111
DIAMOND,I,EUW1_5494197317
DIAMOND,I,EUW1_5494134221
DIAMOND,I,EUW1_5494121736
DIAMOND,I,EUW1_5493559471
DIAMOND,I,EUW1_5492138454
DIAMOND,I,EUW1_5492085645
DIAMOND,I,EUW1_5492081373
DIAMOND,I,EUW1_5491313107
DIAMOND,I,EUW1_5545286532
DIAMOND,I,EUW1_5545070425
DIAMOND,I,EUW1_5544966807
DIAMOND,I,EUW1_5529267563
DIAMOND,I,EUW1_5529213644
DIAMOND,I,EUW1_5521428221
DIAMOND,I,EUW1_5521452399
DIAMOND,I,EUW1_5521386378
DIAMOND,I,EUW1_5521300262
DIAMOND,I,EUW1_5521274561
DIAMOND,I,EUW1_5520467367
DIAMOND,I,EUW1_5518605132
DIAMOND,I,EUW1_5516779786
DIAMOND,I,EUW1_5507000861
DIAMOND,I,EUW1_5506936177
DIAMOND,I,EUW1_5506879659
DIAMOND,I,EUW1_5506838233
DIAMOND,I,EUW1_5506892860
DIAMOND,I,EUW1_5506813120
DIAMOND,I,EUW1_5501478647
DIAMOND,I,EUW1_5501462964
DIAMOND,I,EUW1_5501305844
DIAMOND,I,EUW1_5501282873
DIAMOND,I,EUW1_5501228753
DIAMOND,I,EUW1_5501197093
DIAMOND,I,EUW1_5501253655
DIAMOND,I,EUW1_5501159316
DIAMOND,I,EUW1_5501097130
DIAMOND,I,EUW1_5491896116
DIAMOND,I,EUW1_5491924264
DIAMOND,I,EUW1_5491864808
DIAMOND,I,EUW1_5491902047
DIAMOND,I,EUW1_5491900552
DIAMOND,I,EUW1_5491790176
DIAMOND,I,EUW1_5491828285
DIAMOND,I,EUW1_5491835234
DIAMOND,I,EUW1_5491747623
DIAMOND,I,EUW1_5491803899
DIAMOND,I,EUW1_5491801997
DIAMOND,I,EUW1_5491741185
DIAMOND,I,EUW1_5491668298
DIAMOND,I,EUW1_5491664084
DIAMOND,I,EUW1_5491618359
DIAMOND,I,EUW1_5491623841
DIAMOND,I,EUW1_5491458718
DIAMOND,I,EUW1_5485884363
DIAMOND,I,EUW1_5485832063
DIAMOND,I,EUW1_5485788731
DIAMOND,I,EUW1_5485756876
DIAMOND,I,EUW1_5485735756
DIAMOND,I,EUW1_5547598281
DIAMOND,I,EUW1_5544780615
DIAMOND,I,EUW1_5543867322
DIAMOND,I,EUW1_5540684948
DIAMOND,I,EUW1_5538965410
DIAMOND,I,EUW1_5538943025
DIAMOND,I,EUW1_5538788845
DIAMOND,I,EUW1_5538832573
DIAMOND,I,EUW1_5537620637
DIAMOND,I,EUW1_5537486168
DIAMOND,I,EUW1_5537521776
DIAMOND,I,EUW1_5537412664
DIAMOND,I,EUW1_5535423380
DIAMOND,I,EUW1_5532579788
DIAMOND,I,EUW1_5532634128
DIAMOND,I,EUW1_5531714994
DIAMOND,I,EUW1_5530495030
DIAMOND,I,EUW1_5529341996
DIAMOND,I,EUW1_5528950918
DIAMOND,I,EUW1_5528866061
DIAMOND,I,EUW1_5528860696
DIAMOND,I,EUW1_5526161810
DIAMOND,I,EUW1_5526127020
DIAMOND,I,EUW1_5525633387
DIAMOND,I,EUW1_5525630461
DIAMOND,I,EUW1_5525339981
DIAMOND,I,EUW1_5525307661
DIAMOND,I,EUW1_5525014643
DIAMOND,I,EUW1_5524973411
DIAMOND,I,EUW1_5524831845
DIAMOND,I,EUW1_5524775000
DIAMOND,I,EUW1_5524669102
DIAMOND,I,EUW1_5524672162
DIAMOND,I,EUW1_5524281421
DIAMOND,I,EUW1_5524236378
DIAMOND,I,EUW1_5524193211
DIAMOND,I,EUW1_5521204714
DIAMOND,I,EUW1_5521118388
DIAMOND,I,EUW1_5521095159
DIAMOND,I,EUW1_5520533547
DIAMOND,I,EUW1_5520464523
DIAMOND,I,EUW1_5520266084
DIAMOND,I,EUW1_5519763892
DIAMOND,I,EUW1_5519697245
DIAMOND,I,EUW1_5519475241
DIAMOND,I,EUW1_5519414019
DIAMOND,I,EUW1_5519349673
DIAMOND,I,EUW1_5519356053
DIAMOND,I,EUW1_5545470198
DIAMOND,I,EUW1_5543669039
DIAMOND,I,EUW1_5543599485
DIAMOND,I,EUW1_5543222884
DIAMOND,I,EUW1_5543167874
DIAMOND,I,EUW1_5540750515
DIAMOND,I,EUW1_5540733818
DIAMOND,I,EUW1_5539500509
DIAMOND,I,EUW1_5539239211
DIAMOND,I,EUW1_5539198058
DIAMOND,I,EUW1_5539226081
DIAMOND,I,EUW1_5539172514
DIAMOND,I,EUW1_5538103191
DIAMOND,I,EUW1_5536688636
DIAMOND,I,EUW1_5536733556
DIAMOND,I,EUW1_5535842432
DIAMOND,I,EUW1_5535760309
DIAMOND,I,EUW1_5530764533
DIAMOND,I,EUW1_5530655275
DIAMOND,I,EUW1_5530356824
DIAMOND,I,EUW1_5530342396
DIAMOND,I,EUW1_5529004463
DIAMOND,I,EUW1_5527410982
DIAMOND,I,EUW1_5527315718
DIAMOND,I,EUW1_5526307022
DIAMOND,I,EUW1_5524490337
DIAMOND,I,EUW1_5524446542
DIAMOND,I,EUW1_5518991048
DIAMOND,I,EUW1_5518918036
DIAMOND,I,EUW1_5518920503
DIAMOND,I,EUW1_5518844646
DIAMOND,I,EUW1_5518689931
DIAMOND,I,EUW1_5518419519
DIAMOND,I,EUW1_5516403540
DIAMOND,I,EUW1_5515866000
DIAMOND,I,EUW1_5515871936
DIAMOND,I,EUW1_5515708088
DIAMOND,I,EUW1_5513015741
DIAMOND,I,EUW1_5508520835
DIAMOND,I,EUW1_5506729614
DIAMOND,I,EUW1_5506708124
DIAMOND,I,EUW1_5506736193
DIAMOND,I,EUW1_5505587329
DIAMOND,I,EUW1_5505574177
DIAMOND,I,EUW1_5505522966
DIAMOND,I,EUW1_5503762070
DIAMOND,I,EUW1_5503629883
DIAMOND,I,EUW1_5503584823
DIAMOND,I,EUW1_5503536979
DIAMOND,I,EUW1_5548700663
DIAMOND,I,EUW1_5548439246
DIAMOND,I,EUW1_5548277423
DIAMOND,I,EUW1_5548235013
DIAMOND,I,EUW1_5548103886
DIAMOND,I,EUW1_5547470812
DIAMOND,I,EUW1_5547412294
DIAMOND,I,EUW1_5547154491
DIAMOND,I,EUW1_5546855042
DIAMOND,I,EUW1_5546720129
DIAMOND,I,EUW1_5546681977
DIAMOND,I,EUW1_5546419800
DIAMOND,I,EUW1_5546436497
DIAMOND,I,EUW1_5545797879
DIAMOND,I,EUW1_5545689606
DIAMOND,I,EUW1_5544692741
DIAMOND,I,EUW1_5544252442
DIAMOND,I,EUW1_5544144564
DIAMOND,I,EUW1_5544028421
DIAMOND,I,EUW1_5544070801
DIAMOND,I,EUW1_5543934718
DIAMOND,I,EUW1_5543775227
DIAMOND,I,EUW1_5543249638
DIAMOND,I,EUW1_5543006651
DIAMOND,I,EUW1_5542967991
DIAMOND,I,EUW1_5541835939
DIAMOND,I,EUW1_5541612790
DIAMOND,I,EUW1_5541523764
DIAMOND,I,EUW1_5541300871
DIAMOND,I,EUW1_5538758767
DIAMOND,I,EUW1_5538714614
DIAMOND,I,EUW1_5538635269
DIAMOND,I,EUW1_5538125855
DIAMOND,I,EUW1_5538030043
DIAMOND,I,EUW1_5538073321
DIAMOND,I,EUW1_5537970035
DIAMOND,I,EUW1_5537935477
DIAMOND,I,EUW1_5537951561
DIAMOND,I,EUW1_5536728224
DIAMOND,I,EUW1_5536484786
DIAMOND,I,EUW1_5535463581
DIAMOND,I,EUW1_5548936234
DIAMOND,I,EUW1_5548876583
DIAMOND,I,EUW1_5547872613
DIAMOND,I,EUW1_5547808001
DIAMOND,I,EUW1_5547748736
DIAMOND,I,EUW1_5547727195
DIAMOND,I,EUW1_5547695684
DIAMOND,I,EUW1_5547665272
DIAMOND,I,EUW1_5547721538
DIAMOND,I,EUW1_5547488438
DIAMOND,I,EUW1_5547484444
DIAMOND,I,EUW1_5547399842
DIAMOND,I,EUW1_5547373897
DIAMOND,I,EUW1_5547295362
DIAMOND,I,EUW1_5547189167
DIAMOND,I,EUW1_5547089202
DIAMOND,I,EUW1_5547081563
DIAMOND,I,EUW1_5547034914
DIAMOND,I,EUW1_5546940214
DIAMOND,I,EUW1_5546952205
DIAMOND,I,EUW1_5546838812
DIAMOND,I,EUW1_5544573375
DIAMOND,I,EUW1_5544561435
DIAMOND,I,EUW1_5544489181
DIAMOND,I,EUW1_5544469590
DIAMOND,I,EUW1_5544468603
DIAMOND,I,EUW1_5544495848
DIAMOND,I,EUW1_5544350718
DIAMOND,I,EUW1_5543124325
DIAMOND,I,EUW1_5543087675
DIAMOND,I,EUW1_5543042842
DIAMOND,I,EUW1_5542958832
DIAMOND,I,EUW1_5542965331
DIAMOND,I,EUW1_5542981232
DIAMOND,I,EUW1_5542869328
DIAMOND,I,EUW1_5540723802
DIAMOND,I,EUW1_5540597054
DIAMOND,I,EUW1_5540543473
DIAMOND,I,EUW1_5540535820
DIAMOND,I,EUW1_5540481169
DIAMOND,I,EUW1_5540180323
DIAMOND,I,EUW1_5540214630
DIAMOND,I,EUW1_5540077359
DIAMOND,I,EUW1_5540092049
DIAMOND,I,EUW1_5540035415
DIAMOND,I,EUW1_5539991159
DIAMOND,I,EUW1_5539886485
DIAMOND,I,EUW1_5536972416
DIAMOND,I,EUW1_5536807960
DIAMOND,I,EUW1_5536871470
DIAMOND,I,EUW1_5548234128
DIAMOND,I,EUW1_5548157809
DIAMOND,I,EUW1_5544622156
DIAMOND,I,EUW1_5544587568
DIAMOND,I,EUW1_5537941124
DIAMOND,I,EUW1_5537828660
DIAMOND,I,EUW1_5537826155
DIAMOND,I,EUW1_5536587367
DIAMOND,I,EUW1_5536633023
DIAMOND,I,EUW1_5536557735
DIAMOND,I,EUW1_5536515586
DIAMOND,I,EUW1_5534854873
DIAMOND,I,EUW1_5534891443
DIAMOND,I,EUW1_5534809012
DIAMOND,I,EUW1_5526868968
DIAMOND,I,EUW1_5526856623
DIAMOND,I,EUW1_5526864502
DIAMOND,I,EUW1_5505527209
DIAMOND,I,EUW1_5505591455
DIAMOND,I,EUW1_5505521567
DIAMOND,I,EUW1_5505397817
DIAMOND,I,EUW1_5505424572
DIAMOND,I,EUW1_5505355003
DIAMOND,I,EUW1_5505400904
DIAMOND,I,EUW1_5505321349
DIAMOND,I,EUW1_5504684115
DIAMOND,I,EUW1_5504588898
DIAMOND,I,EUW1_5504561149
DIAMOND,I,EUW1_5504513463
DIAMOND,I,EUW1_5504408194
DIAMOND,I,EUW1_5504173545
DIAMOND,I,EUW1_5504138647
DIAMOND,I,EUW1_5503979991
DIAMOND,I,EUW1_5503997288
DIAMOND,I,EUW1_5504032906
DIAMOND,I,EUW1_5503992118
DIAMOND,I,EUW1_5503961291
DIAMOND,I,EUW1_5503898912
DIAMOND,I,EUW1_5503916308
DIAMOND,I,EUW1_5502818358
DIAMOND,I,EUW1_5502806085
DIAMOND,I,EUW1_5502804119
DIAMOND,I,EUW1_5502732044
DIAMOND,I,EUW1_5501154125
DIAMOND,I,EUW1_5501093367
DIAMOND,I,EUW1_5501131481
DIAMOND,I,EUW1_5490801658
DIAMOND,I,EUW1_5490670259
DIAMOND,I,EUW1_5490678253
DIAMOND,I,EUW1_5489065023
DIAMOND,I,EUW1_5548684627
DIAMOND,I,EUW1_5548631753
DIAMOND,I,EUW1_5548596267
DIAMOND,I,EUW1_5548500078
DIAMOND,I,EUW1_5548474543
DIAMOND,I,EUW1_5546949121
DIAMOND,I,EUW1_5546905320
DIAMOND,I,EUW1_5546931046
DIAMOND,I,EUW1_5545535615
DIAMOND,I,EUW1_5545319908
DIAMOND,I,EUW1_5545302904
DIAMOND,I,EUW1_5545008694
DIAMOND,I,EUW1_5545082546
DIAMOND,I,EUW1_5544906151
DIAMOND,I,EUW1_5543687496
DIAMOND,I,EUW1_5543623013
DIAMOND,I,EUW1_5543576584
DIAMOND,I,EUW1_5543502627
DIAMOND,I,EUW1_5543339953
DIAMOND,I,EUW1_5543360922
DIAMOND,I,EUW1_5542975081
DIAMOND,I,EUW1_5542913839
DIAMOND,I,EUW1_5542899234
DIAMOND,I,EUW1_5542868658
DIAMOND,I,EUW1_5542827727
DIAMOND,I,EUW1_5542855421
DIAMOND,I,EUW1_5541576417
DIAMOND,I,EUW1_5541620871
DIAMOND,I,EUW1_5541457835
DIAMOND,I,EUW1_5541492264
DIAMOND,I,EUW1_5540201112
DIAMOND,I,EUW1_5540056532
DIAMOND,I,EUW1_5539896932
DIAMOND,I,EUW1_5539930727
DIAMOND,I,EUW1_5538375242
DIAMOND,I,EUW1_5538269835
DIAMOND,I,EUW1_5538244369
DIAMOND,I,EUW1_5538180392
DIAMOND,I,EUW1_5538087271
DIAMOND,I,EUW1_5538102637
DIAMOND,I,EUW1_5536951635
DIAMOND,I,EUW1_5536795811
DIAMOND,I,EUW1_5536710437
DIAMOND,I,EUW1_5536765503
DIAMOND,I,EUW1_5536441889
DIAMOND,I,EUW1_5535086956
DIAMOND,I,EUW1_5535033130
DIAMOND,I,EUW1_5535005573
DIAMOND,I,EUW1_5535001340
DIAMOND,I,EUW1_5534706865
DIAMOND,I,EUW1_5548963396
DIAMOND,I,EUW1_5548779700
DIAMOND,I,EUW1_5547379883
DIAMOND,I,EUW1_5547442519
DIAMOND,I,EUW1_5547335943
DIAMOND,I,EUW1_5547247094
DIAMOND,I,EUW1_5547119992
DIAMOND,I,EUW1_5547081503
DIAMOND,I,EUW1_5546971856
DIAMOND,I,EUW1_5546151043
DIAMOND,I,EUW1_5546008378
DIAMOND,I,EUW1_5546052467
DIAMOND,I,EUW1_5545916742
DIAMOND,I,EUW1_5545789080
DIAMOND,I,EUW1_5545782941
DIAMOND,I,EUW1_5545757130
